State;Filed week ended;Continued Claims;Covered Employment
Alabama;1/4/2020;18523;1923741
Alabama;1/11/2020;21143;1923741
Alabama;01/18/2020;17402;1923741
Alabama;01/25/2020;1839;1923741
Alabama;2/1/2020;17284;1923741
Alabama;2/8/2020;16745;1923741
Alabama;02/15/2020;16571;1923741
Alabama;02/22/2020;16059;1923741
Alabama;02/29/2020;14721;1923741
Alabama;3/7/2020;13657;1923741
Alabama;03/14/2020;1307;1923741
Alabama;03/21/2020;12487;1923741
Alabama;03/28/2020;18083;1923741
Alabama;4/4/2020;52176;1923741
Alabama;4/11/2020;95325;1929897
Alabama;04/18/2020;144327;1929897
Alabama;04/25/2020;173855;1929897
Alaska;1/4/2020;10177;306493
Alaska;1/11/2020;931;307329
Alaska;01/18/2020;9984;307329
Alaska;01/25/2020;9496;307329
Alaska;2/1/2020;9579;307329
Alaska;2/8/2020;9161;307329
Alaska;02/15/2020;9343;307329
Alaska;02/22/2020;8864;307329
Alaska;02/29/2020;8938;307329
Alaska;3/7/2020;8266;307329
Alaska;03/14/2020;8522;307329
Alaska;03/21/2020;8512;307329
Alaska;03/28/2020;11173;307329
Alaska;4/4/2020;19845;307329
Alaska;4/11/2020;35365;308137
Alaska;04/18/2020;48096;308137
Alaska;04/25/2020;52022;308137
Arkansas;1/4/2020;15323;1193713
Arkansas;1/11/2020;15536;1195622
Arkansas;01/18/2020;13229;1195622
Arkansas;01/25/2020;12331;1195622
Arkansas;2/1/2020;1321;1195622
Arkansas;2/8/2020;12964;1195622
Arkansas;02/15/2020;12979;1195622
Arkansas;02/22/2020;12546;1195622
Arkansas;02/29/2020;12244;1195622
Arkansas;3/7/2020;11618;1195622
Arkansas;03/14/2020;11514;1195622
Arkansas;03/21/2020;10988;1195622
Arkansas;03/28/2020;16148;1195622
Arkansas;4/4/2020;36499;1195622
Arkansas;4/11/2020;66511;1196468
Arkansas;04/18/2020;91278;1196468
Arkansas;04/25/2020;109337;1196468
Arizona;1/4/2020;17991;2864180
Arizona;1/11/2020;18259;2864180
Arizona;01/18/2020;18421;2864180
Arizona;01/25/2020;18401;2864180
Arizona;2/1/2020;18854;2864180
Arizona;2/8/2020;18461;2864180
Arizona;02/15/2020;18516;2864180
Arizona;02/22/2020;18217;2864180
Arizona;02/29/2020;18137;2864180
Arizona;3/7/2020;17593;2864180
Arizona;03/14/2020;17595;2864180
Arizona;03/21/2020;18108;2864180
Arizona;03/28/2020;26387;2864180
Arizona;4/4/2020;62597;2864180
Arizona;4/11/2020;120592;2864180
Arizona;04/18/2020;170262;2885408
Arizona;04/25/2020;196401;2885408
California;1/4/2020;359606;17203829
California;1/11/2020;356376;17265039
California;01/18/2020;376947;17265039
California;01/25/2020;336269;17265039
California;2/1/2020;388341;17265039
California;2/8/2020;359156;17265039
California;02/15/2020;375305;17265039
California;02/22/2020;349252;17265039
California;02/29/2020;369988;17265039
California;3/7/2020;378864;17265039
California;03/14/2020;351344;17265039
California;03/21/2020;421912;17265039
California;03/28/2020;400565;17265039
California;4/4/2020;1076761;17265039
California;4/11/2020;1429954;17330010
California;04/18/2020;2422458;17330010
California;04/25/2020;1887575;17330010
Colorado;1/4/2020;21391;2635231
Colorado;1/11/2020;21492;2650335
Colorado;01/18/2020;21104;2650335
Colorado;01/25/2020;22738;2650335
Colorado;2/1/2020;2156;2650335
Colorado;2/8/2020;22881;2650335
Colorado;02/15/2020;22076;2650335
Colorado;02/22/2020;23694;2650335
Colorado;02/29/2020;22409;2650335
Colorado;3/7/2020;22908;2650335
Colorado;03/14/2020;2126;2650335
Colorado;03/21/2020;21309;2650335
Colorado;03/28/2020;21956;2650335
Colorado;4/4/2020;73584;2650335
Colorado;4/11/2020;166593;2666358
Colorado;04/18/2020;171434;2666358
Colorado;04/25/2020;228713;2666358
Connecticut;1/4/2020;46562;1655540
Connecticut;1/11/2020;4754;1654391
Connecticut;01/18/2020;42483;1654391
Connecticut;01/25/2020;4176;1654391
Connecticut;2/1/2020;41725;1654391
Connecticut;2/8/2020;41633;1654391
Connecticut;02/15/2020;39384;1654391
Connecticut;02/22/2020;41691;1654391
Connecticut;02/29/2020;42168;1654391
Connecticut;3/7/2020;40638;1654391
Connecticut;03/14/2020;39786;1654391
Connecticut;03/21/2020;44194;1654391
Connecticut;03/28/2020;80861;1654391
Connecticut;4/4/2020;147939;1654391
Connecticut;4/11/2020;189196;1653302
Connecticut;04/18/2020;306047;1653302
Connecticut;04/25/2020;309111;1653302
Delaware;1/4/2020;6881;441663
Delaware;1/11/2020;7083;443288
Delaware;01/18/2020;5967;443288
Delaware;01/25/2020;5703;443288
Delaware;2/1/2020;683;443288
Delaware;2/8/2020;5888;443288
Delaware;02/15/2020;5917;443288
Delaware;02/22/2020;5921;443288
Delaware;02/29/2020;6742;443288
Delaware;3/7/2020;548;443288
Delaware;03/14/2020;531;443288
Delaware;03/21/2020;5297;443288
Delaware;03/28/2020;11506;443288
Delaware;4/4/2020;19442;443288
Delaware;4/11/2020;29577;445741
Delaware;04/18/2020;38451;445741
Delaware;04/25/2020;44977;445741
District of Columbia;1/4/2020;7198;576878
District of Columbia;1/11/2020;7102;578035
District of Columbia;01/18/2020;7271;578035
District of Columbia;01/25/2020;7149;578035
District of Columbia;2/1/2020;7139;578035
District of Columbia;2/8/2020;7156;578035
District of Columbia;02/15/2020;7079;578035
District of Columbia;02/22/2020;7003;578035
District of Columbia;02/29/2020;702;578035
District of Columbia;3/7/2020;6792;578035
District of Columbia;03/14/2020;6746;578035
District of Columbia;03/21/2020;7378;578035
District of Columbia;03/28/2020;17661;578035
District of Columbia;4/4/2020;31385;578035
District of Columbia;4/11/2020;42224;579419
District of Columbia;04/18/2020;47465;579419
District of Columbia;04/25/2020;52534;579419
Florida;1/4/2020;36189;8608066
Florida;1/11/2020;35024;8604277
Florida;01/18/2020;34718;8604277
Florida;01/25/2020;33347;8604277
Florida;2/1/2020;35871;8604277
Florida;2/8/2020;33176;8604277
Florida;02/15/2020;34449;8604277
Florida;02/22/2020;3357;8604277
Florida;02/29/2020;33421;8604277
Florida;3/7/2020;32262;8604277
Florida;03/14/2020;32244;8604277
Florida;03/21/2020;33728;8604277
Florida;03/28/2020;35076;8604277
Florida;4/4/2020;98921;8604277
Florida;4/11/2020;339448;8590846
Florida;04/18/2020;177021;8590846
Florida;04/25/2020;540554;8590846
Georgia;1/4/2020;38704;4353840
Georgia;1/11/2020;47482;4373059
Georgia;01/18/2020;32079;4373059
Georgia;01/25/2020;28998;4373059
Georgia;2/1/2020;28332;4373059
Georgia;2/8/2020;26984;4373059
Georgia;02/15/2020;27317;4373059
Georgia;02/22/2020;26963;4373059
Georgia;02/29/2020;26958;4373059
Georgia;3/7/2020;25079;4373059
Georgia;03/14/2020;25352;4373059
Georgia;03/21/2020;27507;4373059
Georgia;03/28/2020;107877;4373059
Georgia;4/4/2020;360077;4373059
Georgia;4/11/2020;595418;4388404
Georgia;04/18/2020;611889;4388404
Georgia;04/25/2020;758856;4388404
Hawaii;1/4/2020;6813;623074
Hawaii;1/11/2020;7849;621949
Hawaii;01/18/2020;6623;621949
Hawaii;01/25/2020;6407;621949
Hawaii;2/1/2020;607;621949
Hawaii;2/8/2020;6205;621949
Hawaii;02/15/2020;6121;621949
Hawaii;02/22/2020;6223;621949
Hawaii;02/29/2020;5951;621949
Hawaii;3/7/2020;6047;621949
Hawaii;03/14/2020;6204;621949
Hawaii;03/21/2020;6477;621949
Hawaii;03/28/2020;10997;621949
Hawaii;4/4/2020;32226;621949
Hawaii;4/11/2020;48305;621474
Hawaii;04/18/2020;72261;621474
Hawaii;04/25/2020;6848;621474
Idaho;1/4/2020;8854;722812
Idaho;1/11/2020;11483;727996
Idaho;01/18/2020;11931;727996
Idaho;01/25/2020;11833;727996
Idaho;2/1/2020;11337;727996
Idaho;2/8/2020;11389;727996
Idaho;02/15/2020;11334;727996
Idaho;02/22/2020;11275;727996
Idaho;02/29/2020;10587;727996
Idaho;3/7/2020;10167;727996
Idaho;03/14/2020;9336;727996
Idaho;03/21/2020;7869;727996
Idaho;03/28/2020;15523;727996
Idaho;4/4/2020;35915;727996
Idaho;4/11/2020;59139;733499
Idaho;04/18/2020;67722;733499
Idaho;04/25/2020;71416;733499
Illinois;1/4/2020;125348;5902475
Illinois;1/11/2020;136523;5910898
Illinois;01/18/2020;133967;5910898
Illinois;01/25/2020;131469;5910898
Illinois;2/1/2020;143239;5910898
Illinois;2/8/2020;1309;5910898
Illinois;02/15/2020;133765;5910898
Illinois;02/22/2020;131171;5910898
Illinois;02/29/2020;132123;5910898
Illinois;3/7/2020;136396;5910898
Illinois;03/14/2020;130293;5910898
Illinois;03/21/2020;125422;5910898
Illinois;03/28/2020;132058;5910898
Illinois;4/4/2020;263018;5910898
Illinois;4/11/2020;452826;5914575
Illinois;04/18/2020;5692;5914575
Illinois;04/25/2020;681002;5914575
Indiana;1/4/2020;20062;3034091
Indiana;1/11/2020;21524;3039304
Indiana;01/18/2020;21626;3039304
Indiana;01/25/2020;21366;3039304
Indiana;2/1/2020;22017;3039304
Indiana;2/8/2020;22212;3039304
Indiana;02/15/2020;22352;3039304
Indiana;02/22/2020;22913;3039304
Indiana;02/29/2020;22994;3039304
Indiana;3/7/2020;22586;3039304
Indiana;03/14/2020;21473;3039304
Indiana;03/21/2020;20778;3039304
Indiana;03/28/2020;28987;3039304
Indiana;4/4/2020;71737;3039304
Indiana;4/11/2020;147583;3041986
Indiana;04/18/2020;206386;3041986
Indiana;04/25/2020;253929;3041986
Iowa;1/4/2020;34549;1529213
Iowa;1/11/2020;3454;1530920
Iowa;01/18/2020;29625;1530920
Iowa;01/25/2020;30369;1530920
Iowa;2/1/2020;3089;1530920
Iowa;2/8/2020;30789;1530920
Iowa;02/15/2020;30799;1530920
Iowa;02/22/2020;30741;1530920
Iowa;02/29/2020;30516;1530920
Iowa;3/7/2020;29424;1530920
Iowa;03/14/2020;27816;1530920
Iowa;03/21/2020;26496;1530920
Iowa;03/28/2020;5365;1530920
Iowa;4/4/2020;91631;1530920
Iowa;4/11/2020;127332;1531621
Iowa;04/18/2020;150445;1531621
Iowa;04/25/2020;168971;1531621
Kansas;1/4/2020;11175;1359781
Kansas;1/11/2020;11431;1363114
Kansas;01/18/2020;10638;1363114
Kansas;01/25/2020;11182;1363114
Kansas;2/1/2020;12301;1363114
Kansas;2/8/2020;11809;1363114
Kansas;02/15/2020;11666;1363114
Kansas;02/22/2020;12003;1363114
Kansas;02/29/2020;11505;1363114
Kansas;3/7/2020;11003;1363115
Kansas;03/14/2020;9771;1363114
Kansas;03/21/2020;9973;1363114
Kansas;03/28/2020;17558;1363114
Kansas;4/4/2020;51425;1363114
Kansas;4/11/2020;78334;1364944
Kansas;04/18/2020;97478;1364944
Kansas;04/25/2020;119022;1364944
Kentucky;1/4/2020;22515;1890475
Kentucky;1/11/2020;25124;1890475
Kentucky;01/18/2020;24066;1890475
Kentucky;01/25/2020;22874;1890475
Kentucky;2/1/2020;23219;1890475
Kentucky;2/8/2020;22937;1890475
Kentucky;02/15/2020;23076;1890475
Kentucky;02/22/2020;22623;1890475
Kentucky;02/29/2020;23733;1890475
Kentucky;3/7/2020;2277;1890475
Kentucky;03/14/2020;2294;1890475
Kentucky;03/21/2020;22328;1890475
Kentucky;03/28/2020;24361;1890475
Kentucky;4/4/2020;130151;1890475
Kentucky;4/11/2020;182097;1893451
Kentucky;04/18/2020;19903;1893451
Kentucky;04/25/2020;260792;1893451
Louisiana;1/4/2020;16553;1890973
Louisiana;1/11/2020;15957;1892522
Louisiana;01/18/2020;16076;1892522
Louisiana;01/25/2020;155;1892522
Louisiana;2/1/2020;16189;1892522
Louisiana;2/8/2020;15051;1892522
Louisiana;02/15/2020;15057;1892522
Louisiana;02/22/2020;1464;1892522
Louisiana;02/29/2020;15289;1892522
Louisiana;3/7/2020;14199;1892522
Louisiana;03/14/2020;13987;1892522
Louisiana;03/21/2020;14143;1892522
Louisiana;03/28/2020;58027;1892522
Louisiana;4/4/2020;11669;1892522
Louisiana;4/11/2020;217532;1891334
Louisiana;04/18/2020;246296;1891334
Louisiana;04/25/2020;300657;1891334
Maine;1/4/2020;7828;601875
Maine;1/11/2020;7832;602736
Maine;01/18/2020;8661;602736
Maine;01/25/2020;8457;602736
Maine;2/1/2020;8916;602736
Maine;2/8/2020;8809;602736
Maine;02/15/2020;8896;602736
Maine;02/22/2020;8624;602736
Maine;02/29/2020;9007;602736
Maine;3/7/2020;8739;602736
Maine;03/14/2020;8451;602736
Maine;03/21/2020;8703;602736
Maine;03/28/2020;21967;602736
Maine;4/4/2020;41339;602736
Maine;4/11/2020;55723;603932
Maine;04/18/2020;66525;603932
Maine;04/25/2020;73141;603932
Maryland;1/4/2020;30571;2547265
Maryland;1/11/2020;31292;2549408
Maryland;01/18/2020;29203;2549408
Maryland;01/25/2020;29231;2549408
Maryland;2/1/2020;29788;2549408
Maryland;2/8/2020;29342;2549408
Maryland;02/15/2020;29219;2549408
Maryland;02/22/2020;29095;2549408
Maryland;02/29/2020;28412;2549408
Maryland;3/7/2020;28068;2549408
Maryland;03/14/2020;27046;2549408
Maryland;03/21/2020;26467;2549408
Maryland;03/28/2020;47973;2549408
Maryland;4/4/2020;92112;2549408
Maryland;4/11/2020;160906;2555073
Maryland;04/18/2020;201432;2555073
Maryland;04/25/2020;22426;2555073
Massachusetts;1/4/2020;76528;3546144
Massachusetts;1/11/2020;79521;3557761
Massachusetts;01/18/2020;75076;3557761
Massachusetts;01/25/2020;75529;3557761
Massachusetts;2/1/2020;76927;3557761
Massachusetts;2/8/2020;76492;3557761
Massachusetts;02/15/2020;76912;3557761
Massachusetts;02/22/2020;77091;3557761
Massachusetts;02/29/2020;8322;3557761
Massachusetts;3/7/2020;75552;3557761
Massachusetts;03/14/2020;74336;3557761
Massachusetts;03/21/2020;83127;3557761
Massachusetts;03/28/2020;183105;3557761
Massachusetts;4/4/2020;310211;3557761
Massachusetts;4/11/2020;3616;3568892
Massachusetts;04/18/2020;467552;3568892
Massachusetts;04/25/2020;532508;3568892
Michigan;1/4/2020;72103;4298761
Michigan;1/11/2020;8976;4302198
Michigan;01/18/2020;84136;4302198
Michigan;01/25/2020;91306;4302198
Michigan;2/1/2020;82775;4302198
Michigan;2/8/2020;79833;4302198
Michigan;02/15/2020;79149;4302198
Michigan;02/22/2020;78029;4302198
Michigan;02/29/2020;7857;4302198
Michigan;3/7/2020;77661;4302198
Michigan;03/14/2020;75757;4302198
Michigan;03/21/2020;75075;4302198
Michigan;03/28/2020;88183;4302198
Michigan;4/4/2020;366426;4302198
Michigan;4/11/2020;749011;4305711
Michigan;04/18/2020;93752;4305711
Michigan;04/25/2020;934599;4305711
Minnesota;1/4/2020;68226;2853412
Minnesota;1/11/2020;66377;2859937
Minnesota;01/18/2020;62628;2859937
Minnesota;01/25/2020;61704;2859937
Minnesota;2/1/2020;62189;2859937
Minnesota;2/8/2020;64105;2859937
Minnesota;02/15/2020;63956;2859937
Minnesota;02/22/2020;622;2859937
Minnesota;02/29/2020;61696;2859937
Minnesota;3/7/2020;62767;2859937
Minnesota;03/14/2020;61781;2859937
Minnesota;03/21/2020;66787;2859937
Minnesota;03/28/2020;160873;2859937
Minnesota;4/4/2020;248023;2859937
Minnesota;4/11/2020;341578;2864234
Minnesota;04/18/2020;391284;2864234
Minnesota;04/25/2020;416993;2864234
Mississippi;1/4/2020;9681;1107596
Mississippi;1/11/2020;9536;1108618
Mississippi;01/18/2020;8804;1108618
Mississippi;01/25/2020;8562;1108618
Mississippi;2/1/2020;8674;1108618
Mississippi;2/8/2020;8261;1108618
Mississippi;02/15/2020;8216;1108618
Mississippi;02/22/2020;7922;1108618
Mississippi;02/29/2020;7842;1108618
Mississippi;3/7/2020;7416;1108618
Mississippi;03/14/2020;7098;1108618
Mississippi;03/21/2020;6667;1108618
Mississippi;03/28/2020;9581;1108618
Mississippi;4/4/2020;29373;1108618
Mississippi;4/11/2020;60737;1109819
Mississippi;04/18/2020;93005;1109819
Mississippi;04/25/2020;135722;1109819
Missouri;1/4/2020;29785;2745404
Missouri;1/11/2020;3014;2749100
Missouri;01/18/2020;29945;2749100
Missouri;01/25/2020;2917;2749100
Missouri;2/1/2020;29854;2749100
Missouri;2/8/2020;27906;2749100
Missouri;02/15/2020;27362;2749100
Missouri;02/22/2020;27035;2749100
Missouri;02/29/2020;26949;2749100
Missouri;3/7/2020;25225;2749100
Missouri;03/14/2020;22381;2749100
Missouri;03/21/2020;21538;2749100
Missouri;03/28/2020;4947;2749100
Missouri;4/4/2020;121467;2749100
Missouri;4/11/2020;17871;2794254
Missouri;04/18/2020;227557;2794254
Missouri;04/25/2020;255798;2794254
Montana;1/4/2020;11056;45304
Montana;1/11/2020;11756;454298
Montana;01/18/2020;11254;454298
Montana;01/25/2020;1183;454298
Montana;2/1/2020;11527;454298
Montana;2/8/2020;11489;454298
Montana;02/15/2020;11479;454298
Montana;02/22/2020;11308;454298
Montana;02/29/2020;11296;454298
Montana;3/7/2020;10782;454298
Montana;03/14/2020;10112;454298
Montana;03/21/2020;9818;454298
Montana;03/28/2020;19099;454298
Montana;4/4/2020;36819;454298
Montana;4/11/2020;53482;455906
Montana;04/18/2020;65073;455906
Montana;04/25/2020;67473;455906
North Carolina;1/4/2020;20848;4362309
North Carolina;1/11/2020;21239;4381417
North Carolina;01/18/2020;22247;4381417
North Carolina;01/25/2020;22415;4381417
North Carolina;2/1/2020;22342;4381417
North Carolina;2/8/2020;22044;4381417
North Carolina;02/15/2020;21972;4381417
North Carolina;02/22/2020;2163;4381417
North Carolina;02/29/2020;21188;4381417
North Carolina;3/7/2020;20196;4381417
North Carolina;03/14/2020;19683;4381417
North Carolina;03/21/2020;20652;4381417
North Carolina;03/28/2020;7522;4381417
North Carolina;4/4/2020;245692;4381417
North Carolina;4/11/2020;362989;4402750
North Carolina;04/18/2020;468283;4402750
North Carolina;04/25/2020;555039;4402750
North Dakota;1/4/2020;5785;409901
North Dakota;1/11/2020;6171;411624
North Dakota;01/18/2020;6809;411624
North Dakota;01/25/2020;7179;411624
North Dakota;2/1/2020;6782;411624
North Dakota;2/8/2020;6838;411624
North Dakota;02/15/2020;6924;411624
North Dakota;02/22/2020;6886;411624
North Dakota;02/29/2020;6795;411624
North Dakota;3/7/2020;6543;411624
North Dakota;03/14/2020;6349;411624
North Dakota;03/21/2020;6169;411624
North Dakota;03/28/2020;8534;411624
North Dakota;4/4/2020;16036;411624
North Dakota;4/11/2020;24554;412797
North Dakota;04/18/2020;33563;412797
North Dakota;04/25/2020;35513;412797
Nebraska;1/4/2020;5165;963465
Nebraska;1/11/2020;5694;962725
Nebraska;01/18/2020;494;962725
Nebraska;01/25/2020;5107;962725
Nebraska;2/1/2020;5884;962725
Nebraska;2/8/2020;5693;962725
Nebraska;02/15/2020;5804;962725
Nebraska;02/22/2020;578;962725
Nebraska;02/29/2020;6286;962725
Nebraska;3/7/2020;5581;962725
Nebraska;03/14/2020;5076;962725
Nebraska;03/21/2020;4859;962725
Nebraska;03/28/2020;16641;962725
Nebraska;4/4/2020;38921;962725
Nebraska;4/11/2020;60416;965476
Nebraska;04/18/2020;72078;965476
Nebraska;04/25/2020;76628;965476
New Hampshire;1/4/2020;4468;652934
New Hampshire;1/11/2020;4575;654468
New Hampshire;01/18/2020;4215;654468
New Hampshire;01/25/2020;4202;654468
New Hampshire;2/1/2020;4033;654468
New Hampshire;2/8/2020;405;654468
New Hampshire;02/15/2020;4015;654468
New Hampshire;02/22/2020;3936;654468
New Hampshire;02/29/2020;4048;654468
New Hampshire;3/7/2020;4475;654468
New Hampshire;03/14/2020;3909;654468
New Hampshire;03/21/2020;4024;654468
New Hampshire;03/28/2020;27321;654468
New Hampshire;4/4/2020;52166;654468
New Hampshire;4/11/2020;79979;649845
New Hampshire;04/18/2020;93783;649845
New Hampshire;04/25/2020;106841;649845
New Jersey;1/4/2020;111335;4007202
New Jersey;1/11/2020;120461;4015146
New Jersey;01/18/2020;108425;4015146
New Jersey;01/25/2020;107082;4015146
New Jersey;2/1/2020;110022;4015146
New Jersey;2/8/2020;109931;4015146
New Jersey;02/15/2020;110016;4015146
New Jersey;02/22/2020;109265;4015146
New Jersey;02/29/2020;110902;4015146
New Jersey;3/7/2020;107646;4015146
New Jersey;03/14/2020;104283;4015146
New Jersey;03/21/2020;10584;4015146
New Jersey;03/28/2020;156181;4015146
New Jersey;4/4/2020;276119;4015146
New Jersey;4/11/2020;429388;4025826
New Jersey;04/18/2020;556005;4025826
New Jersey;04/25/2020;621753;4025826
New Mexico;1/4/2020;1014;796105
New Mexico;1/11/2020;1031;799085
New Mexico;01/18/2020;992;799085
New Mexico;01/25/2020;10137;799085
New Mexico;2/1/2020;10066;799085
New Mexico;2/8/2020;9965;799085
New Mexico;02/15/2020;9987;799085
New Mexico;02/22/2020;10051;799085
New Mexico;02/29/2020;10039;799085
New Mexico;3/7/2020;9845;799085
New Mexico;03/14/2020;9566;799085
New Mexico;03/21/2020;9288;799085
New Mexico;03/28/2020;20087;799085
New Mexico;4/4/2020;44829;799085
New Mexico;4/11/2020;62686;802978
New Mexico;04/18/2020;80986;802978
New Mexico;04/25/2020;94149;802978
Nevada;1/4/2020;20801;1362256
Nevada;1/11/2020;19823;1371969
Nevada;01/18/2020;19328;1371969
Nevada;01/25/2020;19025;1371969
Nevada;2/1/2020;19177;1371969
Nevada;2/8/2020;19225;1371969
Nevada;02/15/2020;19585;1371969
Nevada;02/22/2020;19472;1371969
Nevada;02/29/2020;20044;1371969
Nevada;3/7/2020;1985;1371969
Nevada;03/14/2020;19475;1371969
Nevada;03/21/2020;19822;1371969
Nevada;03/28/2020;58798;1371969
Nevada;4/4/2020;131121;1371969
Nevada;4/11/2020;189007;1379654
Nevada;04/18/2020;231618;1379654
Nevada;04/25/2020;27485;1379654
New York;1/4/2020;181668;9351620
New York;1/11/2020;184283;9380736
New York;01/18/2020;164588;9380736
New York;01/25/2020;164044;9380736
New York;2/1/2020;165715;9380736
New York;2/8/2020;163393;9380736
New York;02/15/2020;164111;9380736
New York;02/22/2020;16322;9380736
New York;02/29/2020;182691;9380736
New York;3/7/2020;161892;9380736
New York;03/14/2020;158268;9380736
New York;03/21/2020;167214;9380736
New York;03/28/2020;31471;9380736
New York;4/4/2020;712544;9380736
New York;4/11/2020;1121191;9408510
New York;04/18/2020;1354496;9408510
New York;04/25/2020;1616809;9408510
Ohio;1/4/2020;73287;5327431
Ohio;1/11/2020;78391;5338723
Ohio;01/18/2020;72855;5338723
Ohio;01/25/2020;72002;5338723
Ohio;2/1/2020;72622;5338723
Ohio;2/8/2020;71442;5338723
Ohio;02/15/2020;71214;5338723
Ohio;02/22/2020;70924;5338723
Ohio;02/29/2020;70655;5338723
Ohio;3/7/2020;73123;5338723
Ohio;03/14/2020;68516;5338723
Ohio;03/21/2020;68323;5338723
Ohio;03/28/2020;214273;5338723
Ohio;4/4/2020;450061;5338723
Ohio;4/11/2020;622669;5346565
Ohio;04/18/2020;717842;5346565
Ohio;04/25/2020;777214;5346565
Oklahoma;1/4/2020;1808;1560077
Oklahoma;1/11/2020;19387;1565634
Oklahoma;01/18/2020;17467;1565634
Oklahoma;01/25/2020;17291;1565634
Oklahoma;2/1/2020;17451;1565634
Oklahoma;2/8/2020;17757;1565634
Oklahoma;02/15/2020;17513;1565634
Oklahoma;02/22/2020;17269;1565634
Oklahoma;02/29/2020;16929;1565634
Oklahoma;3/7/2020;17067;1565634
Oklahoma;03/14/2020;16482;1565634
Oklahoma;03/21/2020;16854;1565634
Oklahoma;03/28/2020;25268;1565634
Oklahoma;4/4/2020;55029;1565634
Oklahoma;4/11/2020;8833;1568967
Oklahoma;04/18/2020;112311;1568967
Oklahoma;04/25/2020;13455;1568967
Oregon;1/4/2020;35451;1898680
Oregon;1/11/2020;36039;1906429
Oregon;01/18/2020;31604;1906429
Oregon;01/25/2020;32306;1906429
Oregon;2/1/2020;31876;1906429
Oregon;2/8/2020;31658;1906429
Oregon;02/15/2020;31167;1906429
Oregon;02/22/2020;30548;1906429
Oregon;02/29/2020;30165;1906429
Oregon;3/7/2020;29517;1906429
Oregon;03/14/2020;29002;1906429
Oregon;03/21/2020;30523;1906429
Oregon;03/28/2020;6393;1906429
Oregon;4/4/2020;118729;1906429
Oregon;4/11/2020;176154;1914153
Oregon;04/18/2020;217039;1914153
Oregon;04/25/2020;284486;1914153
Pennsylvania;1/4/2020;135411;5787653
Pennsylvania;1/11/2020;163882;5800562
Pennsylvania;01/18/2020;142326;5800562
Pennsylvania;01/25/2020;140027;5800562
Pennsylvania;2/1/2020;135951;5800562
Pennsylvania;2/8/2020;142004;5800562
Pennsylvania;02/15/2020;136149;5800562
Pennsylvania;02/22/2020;142306;5800562
Pennsylvania;02/29/2020;135095;5800562
Pennsylvania;3/7/2020;136931;5800562
Pennsylvania;03/14/2020;128842;5800562
Pennsylvania;03/21/2020;128029;5800562
Pennsylvania;03/28/2020;135708;5800562
Pennsylvania;4/4/2020;566464;5800562
Pennsylvania;4/11/2020;614196;5814461
Pennsylvania;04/18/2020;1074660;5814461
Pennsylvania;04/25/2020;915249;5814461
Puerto Rico;1/4/2020;17194;848044
Puerto Rico;1/11/2020;15746;852292
Puerto Rico;01/18/2020;22291;852292
Puerto Rico;01/25/2020;22725;852292
Puerto Rico;2/1/2020;23857;852292
Puerto Rico;2/8/2020;23157;852292
Puerto Rico;02/15/2020;21114;852292
Puerto Rico;02/22/2020;20765;852292
Puerto Rico;02/29/2020;1948;852292
Puerto Rico;3/7/2020;18657;852292
Puerto Rico;03/14/2020;18704;852292
Puerto Rico;03/21/2020;15239;852292
Puerto Rico;03/28/2020;1923;852292
Puerto Rico;4/4/2020;49669;852292
Puerto Rico;4/11/2020;86474;856124
Puerto Rico;04/18/2020;109672;856124
Puerto Rico;04/25/2020;153421;856124
Rhode Island;1/4/2020;12109;471911
Rhode Island;1/11/2020;12299;472874
Rhode Island;01/18/2020;10987;472874
Rhode Island;01/25/2020;1075;472874
Rhode Island;2/1/2020;11042;472874
Rhode Island;2/8/2020;11051;472874
Rhode Island;02/15/2020;11164;472874
Rhode Island;02/22/2020;11199;472874
Rhode Island;02/29/2020;12384;472874
Rhode Island;3/7/2020;1113;472874
Rhode Island;03/14/2020;10692;472874
Rhode Island;03/21/2020;10857;472874
Rhode Island;03/28/2020;31847;472874
Rhode Island;4/4/2020;56038;472874
Rhode Island;4/11/2020;70935;473597
Rhode Island;04/18/2020;7914;473597
Rhode Island;04/25/2020;96663;473597
South Carolina;1/4/2020;18922;2070232
South Carolina;1/11/2020;21587;2077535
South Carolina;01/18/2020;1878;2077535
South Carolina;01/25/2020;17113;2077535
South Carolina;2/1/2020;17061;2077535
South Carolina;2/8/2020;16669;2077535
South Carolina;02/15/2020;16547;2077535
South Carolina;02/22/2020;16239;2077535
South Carolina;02/29/2020;15779;2077535
South Carolina;3/7/2020;15341;2077535
South Carolina;03/14/2020;15032;2077535
South Carolina;03/21/2020;15111;2077535
South Carolina;03/28/2020;30341;2077535
South Carolina;4/4/2020;75521;2077535
South Carolina;4/11/2020;126994;2087060
South Carolina;04/18/2020;179769;2087060
South Carolina;04/25/2020;240956;2087060
South Dakota;1/4/2020;2798;416296
South Dakota;1/11/2020;297;41703
South Dakota;01/18/2020;2995;41703
South Dakota;01/25/2020;3071;41703
South Dakota;2/1/2020;3155;41703
South Dakota;2/8/2020;3117;41703
South Dakota;02/15/2020;3196;41703
South Dakota;02/22/2020;3164;41703
South Dakota;02/29/2020;3116;41703
South Dakota;3/7/2020;3059;41703
South Dakota;03/14/2020;287;41703
South Dakota;03/21/2020;2674;41703
South Dakota;03/28/2020;3538;41703
South Dakota;4/4/2020;7568;41703
